id,strategy,compatibilities,params,cutoff,reason
28,NODE3,"[0.8588079470198675, 0.9877079580375119, 0.9984105118151955, 0.8747549668874173, 0.96, 0.9579867549668875, 0.9876549750980185, 0.958251655629139, 0.9348874172185431, 0.8596556291390729, 0.9876549750980185]",so far cutoffs: [],0.9348874172185431,No so far cutoffs. Use max 2.
29,MAX2,"[0.9534304635761589, 0.9722913907284768, 1.0]",,1.0,Value after max distance in cutoff search range.
29,NODE3,"[0.9534304635761589, 0.9722913907284768, 1.0]",so far cutoffs: [0.9348874172185431],0.9534304635761589,guard < min(compatibilities). Return min(compatibilities).
30,MAX2,"[0.9534304635761589, 0.9722913907284768, 1.0]",,1.0,Value after max distance in cutoff search range.
30,NODE3,"[0.9534304635761589, 0.9722913907284768, 1.0]",so far cutoffs: [],1.0,No so far cutoffs. Use max 2.
31,MAX2,"[0.9793377483443708, 0.9858543046357616]",,0.9858543046357616,Value after max distance in cutoff search range.
31,NODE3,"[0.9515761589403974, 1.0]",so far cutoffs: [1.0],1.0,guard > max(compatibilities). Use max 2.
32,MAX2,[1.0],,1.0,Value after max distance in cutoff search range.
32,NODE3,[1.0],"so far cutoffs: [1.0, 1.0]",1.0,guard < min(compatibilities). Return min(compatibilities).
33,MAX2,"[0.9877079580375119, 0.9984105118151955, 0.96, 0.9579867549668875, 0.9876549750980185, 0.958251655629139, 0.9348874172185431, 0.9876549750980185]",,0.9876549750980185,Value after max distance in cutoff search range.
33,NODE3,"[0.9880788386139663, 1.0, 0.96, 0.9579867549668875, 0.9880258556744729, 0.958251655629139, 0.9349933774834437, 0.9880258556744729]",so far cutoffs: [],0.9880258556744729,No so far cutoffs. Use max 2.
34,MAX2,"[1.0, 0.9643443708609272, 0.9846887417218543, 0.9391788079470199]",,0.9643443708609272,Value after max distance in cutoff search range.
34,NODE3,"[1.0, 0.9643443708609272, 0.9846887417218543, 0.9391788079470199]",so far cutoffs: [0.9880258556744729],0.9643443708609272,Use max 2 on sorted_comp[0:first_comp_greater_than_guard_index + 1]
35,MAX2,[1.0],,1.0,Value after max distance in cutoff search range.
35,NODE3,[1.0],"so far cutoffs: [0.9880258556744729, 0.9643443708609272]",1.0,guard < min(compatibilities). Return min(compatibilities).
36,MAX2,"[1.0, 0.9643443708609272, 0.9846887417218543]",,0.9846887417218543,Value after max distance in cutoff search range.
36,NODE3,"[0.9847417218543046, 0.9640794701986755, 0.9999470198675496]",so far cutoffs: [],0.9847417218543046,No so far cutoffs. Use max 2.
37,MAX2,[1.0],,1.0,Value after max distance in cutoff search range.
37,NODE3,[1.0],so far cutoffs: [0.9847417218543046],1.0,guard < min(compatibilities). Return min(compatibilities).
38,MAX2,"[0.9847417218543046, 0.9999470198675496]",,0.9999470198675496,Value after max distance in cutoff search range.
38,NODE3,"[0.9846887417218543, 1.0]",so far cutoffs: [],1.0,No so far cutoffs. Use max 2.
39,MAX2,[1.0],,1.0,Value after max distance in cutoff search range.
39,NODE3,[1.0],so far cutoffs: [1.0],1.0,guard < min(compatibilities). Return min(compatibilities).
40,MAX2,"[0.9880788386139663, 1.0, 0.9880258556744729, 0.9880258556744729]",,1.0,Value after max distance in cutoff search range.
40,NODE3,"[0.9880788386139663, 1.0, 0.9880258556744729, 0.9880258556744729]",so far cutoffs: [],1.0,No so far cutoffs. Use max 2.
41,MAX2,"[1.0, 0.9879728727349794, 0.9879728727349794]",,1.0,Value after max distance in cutoff search range.
41,NODE3,"[1.0, 0.9879728727349794, 0.9879728727349794]",so far cutoffs: [1.0],1.0,guard > max(compatibilities). Use max 2.
42,MAX2,"[0.9880258556744729, 0.9998940341210131]",,0.9998940341210131,Value after max distance in cutoff search range.
42,NODE3,"[0.9879198897954858, 1.0]","so far cutoffs: [1.0, 1.0]",1.0,guard > max(compatibilities). Use max 2.
43,MAX2,[1.0],,1.0,Value after max distance in cutoff search range.
43,NODE3,[1.0],"so far cutoffs: [1.0, 1.0, 1.0]",1.0,guard < min(compatibilities). Return min(compatibilities).
44,MAX2,"[0.9703570863442165, 0.9699351231605042, 0.9698839662447257, 0.9704098317421805, 0.968356099361848, 0.969513159976792, 0.9709704911047193, 0.9714999734141543, 0.9683277027027027, 0.9713049899778458, 0.9713049899778458, 0.9715159826985968, 0.9714632345184091, 0.9710412490769068, 0.9713577381580335, 0.971252241797658, 0.9703570863442165, 0.9661374545070942, 0.9659246755986919, 0.9655045097315259, 0.9659246755986919, 0.9685637428134395, 0.9659246755986919, 0.9655045097315259, 0.9686164882114036, 0.9682455955269543, 0.9703570863442165, 0.9996835276122158, 0.9994198006223957, 0.9993143098264676, 0.9980886647199363, 0.9986251388081011, 0.9998943252668288, 1.0, 0.9998943308501083, 0.9997888959256913, 0.9997361477572559, 1.0, 0.9999472462544841, 0.9998942638117896, 0.9997358131670717, 0.9999472351203039, 0.9997355616670193, 0.9996834942237696, 0.9872192513368984, 0.999894247038917, 0.9999470142531659, 0.9998413957176844, 0.9998942582214233, 0.9998417137128687, 0.9999471514639044, 0.999947050725405, 0.9998413705583756, 0.9999471319058948, 0.9998942582214233, 0.9999471430836725, 0.9999469974028727, 0.999947148670789, 0.9998937808699346, 0.9999472184102185, 0.9998944925089681, 0.999894464672049, 0.9998944089541207, 0.9998417471118848, 0.9998944479628457, 1.0, 0.9998944980745899, 0.9998944813759628, 0.999893899204244, 0.9998935660688627, 0.9999465555021111, 0.9998941238750662, 1.0, 0.9998417304141387, 0.9999468169972877, 0.999894319682959, 0.9998940453485908, 0.9998942358540455, 0.999894319682959, 0.9997890072792489, 0.9997362730101799, 0.9999470927464156, 1.0, 1.0, 0.9998941238750662, 0.999947176588664, 0.9999468396151188, 1.0, 1.0, 0.9999470058293588, 0.9999472156241752, 1.0, 0.9999468424409951, 0.999946732008736, 1.0, 1.0, 0.9998937865108869, 0.9998939498382735, 0.9998942973415781, 0.9999471291107116, 0.9998936113623065, 0.9997882029016203, 0.9998416719442685, 0.9998940677966102, 1.0, 0.9998939667055455, 0.9998944758085792, 0.9998944758085792, 0.9998416886543535, 0.9997889516171582, 0.999894358757659, 0.9998940453485908, 0.999788862496701, 0.9998416886543535, 0.9998942973415781, 0.9999471291107116, 0.9998944312483505, 1.0, 0.9998413957176844, 0.9997890072792489, 0.9998417387634522, 0.9999466638220705, 0.9998414627701738, 0.9998417554594367, 0.9998943978034743, 0.9998938147066632, 0.9999471626334143, 0.9999464811345999, 0.9999462741094933, 0.9703570863442165, 0.6479535252178505, 0.6479535252178505]",,0.9655045097315259,Value after max distance in cutoff search range.
44,NODE3,"[0.9703043409462524, 0.9698823777625403, 0.969831223628692, 0.9703570863442165, 0.9683033595274511, 0.969460414578828, 0.970917225950783, 0.9714468017227628, 0.9682749155405406, 0.971252241797658, 0.971252241797658, 0.9714632345184091, 0.9714104863382214, 0.9709885008967191, 0.9713049899778458, 0.9711994936174702, 0.9703043409462524, 0.9660847091091302, 0.965871927418504, 0.965451764333562, 0.965871927418504, 0.9685109974154755, 0.965871927418504, 0.965451764333562, 0.9685637428134395, 0.9681928473467666, 0.9703043409462524, 0.9995252914183238, 0.9993670552244317, 0.9992615644285037, 0.9980355720732679, 0.9985722595314896, 0.9998414879002431, 0.9999467206564016, 0.9998414962751625, 0.9997361199071142, 0.9996833773087072, 0.9999471793788295, 0.9998944925089681, 0.9998413957176844, 0.9996829758004862, 0.9998944702406078, 0.9996826740004231, 0.9996307432610645, 0.9871657754010695, 0.9999471235194586, 1.0, 1.0, 0.9999471291107116, 0.9998944758085792, 1.0, 1.0, 0.999894247038917, 0.9998942638117896, 0.9998413873321349, 1.0, 1.0, 1.0, 0.9999468904349673, 1.0, 0.9999472462544841, 0.9999472323360244, 0.9999472044770603, 0.9998944980745899, 0.9998416719442685, 0.9999470282868947, 0.9999472490372949, 0.9999472406879815, 0.999946949602122, 0.9999467830344314, 1.0, 0.9999470619375331, 0.9999471933252363, 0.9998944869427592, 1.0, 0.9998414795244386, 0.9998410680228862, 0.9998413537810682, 0.9998414795244386, 0.9998417554594367, 0.9997890184081439, 1.0, 0.999947226766584, 0.9999471235194586, 0.9998411858125993, 0.9998943531773282, 1.0, 0.9999470815473356, 0.9999471235194586, 1.0, 0.9998944312483505, 0.9999471598414795, 1.0, 1.0, 0.999947148670789, 0.9999470395085266, 0.9999468932554434, 0.9998409247574103, 0.9998414460123672, 1.0, 0.9999468056811532, 0.9998411521762152, 0.9998944479628457, 0.9999470338983051, 0.9999471598414795, 0.9999469833527728, 0.9999472379042895, 0.9998417137128687, 0.9998944591029024, 0.9998417137128687, 0.9999471793788295, 0.9999470226742954, 0.9998416468725257, 0.9997889182058047, 0.999947148670789, 0.9998942582214233, 0.9999472156241752, 0.9999470226742954, 0.9998942638117896, 0.9998417554594367, 0.9998944925089681, 1.0, 0.9998943085134493, 0.9998945036396244, 0.9999471989017371, 0.9999469073533316, 1.0, 1.0, 1.0, 0.9703043409462524, 0.6480063374702931, 0.6480063374702931]",so far cutoffs: [],0.965451764333562,No so far cutoffs. Use max 2.
45,MAX2,"[0.9497227356746766, 1.0]",,1.0,Value after max distance in cutoff search range.
45,NODE3,"[0.9497227356746766, 1.0]",so far cutoffs: [0.965451764333562],1.0,Use max 2 on sorted_comp[0:first_comp_greater_than_guard_index + 1]
46,MAX2,[1.0],,1.0,Value after max distance in cutoff search range.
46,NODE3,[1.0],"so far cutoffs: [0.965451764333562, 1.0]",1.0,guard < min(compatibilities). Return min(compatibilities).
47,MAX2,"[0.9703043409462524, 0.9698823777625403, 0.969831223628692, 0.9703570863442165, 0.9683033595274511, 0.969460414578828, 0.970917225950783, 0.9714468017227628, 0.9682749155405406, 0.971252241797658, 0.971252241797658, 0.9714632345184091, 0.9714104863382214, 0.9709885008967191, 0.9713049899778458, 0.9711994936174702, 0.9703043409462524, 0.9660847091091302, 0.965871927418504, 0.965451764333562, 0.965871927418504, 0.9685109974154755, 0.965871927418504, 0.965451764333562, 0.9685637428134395, 0.9681928473467666, 0.9703043409462524, 0.9995252914183238, 0.9993670552244317, 0.9992615644285037, 0.9980355720732679, 0.9985722595314896, 0.9998414879002431, 0.9999467206564016, 0.9998414962751625, 0.9997361199071142, 0.9996833773087072, 0.9999471793788295, 0.9998944925089681, 0.9998413957176844, 0.9996829758004862, 0.9998944702406078, 0.9996826740004231, 0.9996307432610645, 0.9871657754010695, 0.9999471235194586, 1.0, 1.0, 0.9999471291107116, 0.9998944758085792, 1.0, 1.0, 0.999894247038917, 0.9998942638117896, 0.9998413873321349, 1.0, 1.0, 1.0, 0.9999468904349673, 1.0, 0.9999472462544841, 0.9999472323360244, 0.9999472044770603, 0.9998944980745899, 0.9998416719442685, 0.9999470282868947, 0.9999472490372949, 0.9999472406879815, 0.999946949602122, 0.9999467830344314, 1.0, 0.9999470619375331, 0.9999471933252363, 0.9998944869427592, 1.0, 0.9998414795244386, 0.9998410680228862, 0.9998413537810682, 0.9998414795244386, 0.9998417554594367, 0.9997890184081439, 1.0, 0.999947226766584, 0.9999471235194586, 0.9998411858125993, 0.9998943531773282, 1.0, 0.9999470815473356, 0.9999471235194586, 1.0, 0.9998944312483505, 0.9999471598414795, 1.0, 1.0, 0.999947148670789, 0.9999470395085266, 0.9999468932554434, 0.9998409247574103, 0.9998414460123672, 1.0, 0.9999468056811532, 0.9998411521762152, 0.9998944479628457, 0.9999470338983051, 0.9999471598414795, 0.9999469833527728, 0.9999472379042895, 0.9998417137128687, 0.9998944591029024, 0.9998417137128687, 0.9999471793788295, 0.9999470226742954, 0.9998416468725257, 0.9997889182058047, 0.999947148670789, 0.9998942582214233, 0.9999472156241752, 0.9999470226742954, 0.9998942638117896, 0.9998417554594367, 0.9998944925089681, 1.0, 0.9998943085134493, 0.9998945036396244, 0.9999471989017371, 0.9999469073533316, 1.0, 1.0, 1.0, 0.9703043409462524]",,0.9871657754010695,Value after max distance in cutoff search range.
